906000138155	2013	ML	Canada	DFATD	"Economic Growth Through Access to Financial Services / La croissance économique par l'accès aux services financiers"	"ECONOMIC GROWTH THROUGH ACCESS TO FINANCIAL SERVICES / LA CROISSANCE ÉCONOMIQUE PAR L'ACCÈS AUX SERVICES FINANCIERS"	"This program aims to contribute to economic growth and improved socio-economic conditions for disadvantaged populations. Working in 19 countries, the project focuses on three priorities: (1) improving the range of financial services and the distribution networks of micro-finance institutions; (2) improving the governance of microfinance institutions; and (3) developing dialogue and inter-cooperation among these institutions. Some of the activities include: (1) supporting the creation of financial centers for entrepreneurs; (2) developing agricultural loans, mortgage and micro-insurance; (3) improving the management and services offered to clients; and (4) organizing regional and international seminars to share best practices in micro-finance. In targeting these areas of activity, the project seeks to increase the accessibility and quality of financial services offered to disadvantaged populations, build a professional staff, improve management systems and promote the sharing of best practices. The expected intermediate outcomes for this project include: (1) local financial institutions offer their members and clients diversified, accessible, quality financial services; (2) financial institutions are administered by managers and employees who are qualified and competent, adopt best management and governance practices, and show concern for their clientele; and (3) local financial institutions are developed through solidarity and mutual cooperation. / Le programme a pour finalité de contribuer à la croissance économique et à l'amélioration des conditions socio-économiques des populations défavorisées. Présent dans 19 pays, le programme vise trois priorités : 1) améliorer l'offre de services financiers et les réseaux de distributions des institutions de micro-finance; 2) améliorer la gouvernance des institutions de micro-finance; 3) développer les échanges et l'inter-coopération entre ces institutions. Voici quelques-unes des activités : 1) appuyer la création de centres financiers aux entrepreneurs; 2) développer des produits de crédit agricole, hypothécaire et de micro-assurance; 3) améliorer la gestion et les services à la clientèle; 4) organiser des séminaires régionaux et internationaux pour échanger sur les bonnes pratiques de micro-finance. En ciblant ce genre d’activités, le programme vise à améliorer l’accès et la qualité des services financiers offerts aux populations défavorisées, des employés professionnelles, améliorer les systèmes de gestion, et promouvoir le partage des bonnes pratiques de micro-finance. Les résultats intermédiaires escomptés de ce projet comprennent : 1) les services financiers offerts aux membres et clients des institutions de finance de proximité sont diversifiés, de qualité et accessibles; 2) les institutions financières sont administrées par des employés et des dirigeants compétents, respectueux des bonnes pratiques de gestion et de gouvernance, et soucieux de leur clientèle; 3) les institutions de finance"
906000139572	2013	SN	Canada	DFATD	"SUCO - Volunteer Sending 2009-2015 / SUCO - Envoi de volontaires 2009-2015"	"SUCO - VOLUNTEER SENDING 2009-2015 / SUCO - ENVOI DE VOLONTAIRES 2009-2015"	"The program concentrates its activities in three sectors: private sector development through partners' institutional and organizational strengthening; good governance through local development; and promotion of environmental sustainability through agriculture, forestry, fish and cattle farming systems. Every year, 22 volunteers support these efforts. The objectives of the program are: (1) help partners gain knowledge and adopt development practices that are democratic, just and sustainable; (2) help partners improve individual and collective well-being through socio-economic activities; (3) promote gender equity and empower women in gaining autonomy and influence; (4) support partners in their actions and practices leading towards viable and sustainable environmental development; and (5) promote openness for exchange and dialogue between development partners (government authorities and civil society organizations). An amount of $80,622 has been added to the total amount for each of the Volunteer Cooperation Agency programs for CIDA-led program evaluations. / Le programme concentre ses actions dans trois secteurs, soit le soutien au développement du secteur privé par le renforcement institutionnel et organisationnel de partenaires, la promotion de la bonne gouvernance par le développement local et la promotion de la durabilité de l'environnement par des systèmes agro-sylvo-pastoraux et piscicoles. Il y a 22 volontaires par année qui appuient ces efforts. Les objectifs du programme visent à 1) appuyer les partenaires à acquérir et adopter des pratiques de développement démocratique, équitable et durable; 2) soutenir les partenaires dans des actions socio-économiques permettant d'améliorer le mieux-être individuel et collectif des populations visées; 3) contribuer à la promotion de l'égalité entre les femmes et les hommes et soutenir les femmes dans l'atteinte d'une plus grande autonomie d'action et d'une plus grande influence; 4) soutenir les partenaires dans leurs actions et pratiques menant à un développement environnemental viable et durable; 5) favoriser la création d'espaces d'échanges et de dialogues entre partenaires du développement (instances gouvernementales et organisations de la société civile). Un montant de $ 80 622 a été ajouté au montant total pour chaque programme des organisations de coopération volontaire, pour les évaluations de programmes menées par l’ACDI."
906000139610	2013	SN	Canada	DFATD	"Economic Growth Through Access to Financial Services / La croissance économique par l'accès aux services financiers"	"ECONOMIC GROWTH THROUGH ACCESS TO FINANCIAL SERVICES / LA CROISSANCE ÉCONOMIQUE PAR L'ACCÈS AUX SERVICES FINANCIERS"	"This program aims to contribute to economic growth and improved socio-economic conditions for disadvantaged populations. Working in 19 countries, the project focuses on three priorities: (1) improving the range of financial services and the distribution networks of micro-finance institutions; (2) improving the governance of microfinance institutions; and (3) developing dialogue and inter-cooperation among these institutions. Some of the activities include: (1) supporting the creation of financial centers for entrepreneurs; (2) developing agricultural loans, mortgage and micro-insurance; (3) improving the management and services offered to clients; and (4) organizing regional and international seminars to share best practices in micro-finance. In targeting these areas of activity, the project seeks to increase the accessibility and quality of financial services offered to disadvantaged populations, build a professional staff, improve management systems and promote the sharing of best practices. The expected intermediate outcomes for this project include: (1) local financial institutions offer their members and clients diversified, accessible, quality financial services; (2) financial institutions are administered by managers and employees who are qualified and competent, adopt best management and governance practices, and show concern for their clientele; and (3) local financial institutions are developed through solidarity and mutual cooperation. / Le programme a pour finalité de contribuer à la croissance économique et à l'amélioration des conditions socio-économiques des populations défavorisées. Présent dans 19 pays, le programme vise trois priorités : 1) améliorer l'offre de services financiers et les réseaux de distributions des institutions de micro-finance; 2) améliorer la gouvernance des institutions de micro-finance; 3) développer les échanges et l'inter-coopération entre ces institutions. Voici quelques-unes des activités : 1) appuyer la création de centres financiers aux entrepreneurs; 2) développer des produits de crédit agricole, hypothécaire et de micro-assurance; 3) améliorer la gestion et les services à la clientèle; 4) organiser des séminaires régionaux et internationaux pour échanger sur les bonnes pratiques de micro-finance. En ciblant ce genre d’activités, le programme vise à améliorer l’accès et la qualité des services financiers offerts aux populations défavorisées, des employés professionnelles, améliorer les systèmes de gestion, et promouvoir le partage des bonnes pratiques de micro-finance. Les résultats intermédiaires escomptés de ce projet comprennent : 1) les services financiers offerts aux membres et clients des institutions de finance de proximité sont diversifiés, de qualité et accessibles; 2) les institutions financières sont administrées par des employés et des dirigeants compétents, respectueux des bonnes pratiques de gestion et de gouvernance, et soucieux de leur clientèle; 3) les institutions de finance"
906000139796	2013	UG	Canada	DFATD	"Economic Growth Through Access to Financial Services / La croissance économique par l'accès aux services financiers"	"ECONOMIC GROWTH THROUGH ACCESS TO FINANCIAL SERVICES / LA CROISSANCE ÉCONOMIQUE PAR L'ACCÈS AUX SERVICES FINANCIERS"	"This program aims to contribute to economic growth and improved socio-economic conditions for disadvantaged populations. Working in 19 countries, the project focuses on three priorities: (1) improving the range of financial services and the distribution networks of micro-finance institutions; (2) improving the governance of microfinance institutions; and (3) developing dialogue and inter-cooperation among these institutions. Some of the activities include: (1) supporting the creation of financial centers for entrepreneurs; (2) developing agricultural loans, mortgage and micro-insurance; (3) improving the management and services offered to clients; and (4) organizing regional and international seminars to share best practices in micro-finance. In targeting these areas of activity, the project seeks to increase the accessibility and quality of financial services offered to disadvantaged populations, build a professional staff, improve management systems and promote the sharing of best practices. The expected intermediate outcomes for this project include: (1) local financial institutions offer their members and clients diversified, accessible, quality financial services; (2) financial institutions are administered by managers and employees who are qualified and competent, adopt best management and governance practices, and show concern for their clientele; and (3) local financial institutions are developed through solidarity and mutual cooperation. / Le programme a pour finalité de contribuer à la croissance économique et à l'amélioration des conditions socio-économiques des populations défavorisées. Présent dans 19 pays, le programme vise trois priorités : 1) améliorer l'offre de services financiers et les réseaux de distributions des institutions de micro-finance; 2) améliorer la gouvernance des institutions de micro-finance; 3) développer les échanges et l'inter-coopération entre ces institutions. Voici quelques-unes des activités : 1) appuyer la création de centres financiers aux entrepreneurs; 2) développer des produits de crédit agricole, hypothécaire et de micro-assurance; 3) améliorer la gestion et les services à la clientèle; 4) organiser des séminaires régionaux et internationaux pour échanger sur les bonnes pratiques de micro-finance. En ciblant ce genre d’activités, le programme vise à améliorer l’accès et la qualité des services financiers offerts aux populations défavorisées, des employés professionnelles, améliorer les systèmes de gestion, et promouvoir le partage des bonnes pratiques de micro-finance. Les résultats intermédiaires escomptés de ce projet comprennent : 1) les services financiers offerts aux membres et clients des institutions de finance de proximité sont diversifiés, de qualité et accessibles; 2) les institutions financières sont administrées par des employés et des dirigeants compétents, respectueux des bonnes pratiques de gestion et de gouvernance, et soucieux de leur clientèle; 3) les institutions de finance"
906000139983	2013	SN	Canada	DFATD	"SUCO - Volunteer Sending 2009-2015 / SUCO - Envoi de volontaires 2009-2015"	"SUCO - VOLUNTEER SENDING 2009-2015 / SUCO - ENVOI DE VOLONTAIRES 2009-2015"	"The program concentrates its activities in three sectors: private sector development through partners' institutional and organizational strengthening; good governance through local development; and promotion of environmental sustainability through agriculture, forestry, fish and cattle farming systems. Every year, 22 volunteers support these efforts. The objectives of the program are: (1) help partners gain knowledge and adopt development practices that are democratic, just and sustainable; (2) help partners improve individual and collective well-being through socio-economic activities; (3) promote gender equity and empower women in gaining autonomy and influence; (4) support partners in their actions and practices leading towards viable and sustainable environmental development; and (5) promote openness for exchange and dialogue between development partners (government authorities and civil society organizations). An amount of $80,622 has been added to the total amount for each of the Volunteer Cooperation Agency programs for CIDA-led program evaluations. / Le programme concentre ses actions dans trois secteurs, soit le soutien au développement du secteur privé par le renforcement institutionnel et organisationnel de partenaires, la promotion de la bonne gouvernance par le développement local et la promotion de la durabilité de l'environnement par des systèmes agro-sylvo-pastoraux et piscicoles. Il y a 22 volontaires par année qui appuient ces efforts. Les objectifs du programme visent à 1) appuyer les partenaires à acquérir et adopter des pratiques de développement démocratique, équitable et durable; 2) soutenir les partenaires dans des actions socio-économiques permettant d'améliorer le mieux-être individuel et collectif des populations visées; 3) contribuer à la promotion de l'égalité entre les femmes et les hommes et soutenir les femmes dans l'atteinte d'une plus grande autonomie d'action et d'une plus grande influence; 4) soutenir les partenaires dans leurs actions et pratiques menant à un développement environnemental viable et durable; 5) favoriser la création d'espaces d'échanges et de dialogues entre partenaires du développement (instances gouvernementales et organisations de la société civile). Un montant de $ 80 622 a été ajouté au montant total pour chaque programme des organisations de coopération volontaire, pour les évaluations de programmes menées par l’ACDI."
906000140155	2013	SN	Canada	DFATD	"Accelerating Nutrition Improvements in Sub-Saharan Africa - Surveillance / Accélération des améliorations à l’égard de la nutrition en Afrique subsaharienne - surveillance"	"ACCELERATING NUTRITION IMPROVEMENTS IN SUB-SAHARAN AFRICA - SURVEILLANCE / ACCÉLÉRATION DES AMÉLIORATIONS À L’ÉGARD DE LA NUTRITION EN AFRIQUE SUBSAHA"	"The World Health Organization's Accelerating Nutrition Improvements project is designed to support government efforts to strengthen nutrition surveillance in eleven high-burden countries in Sub-Saharan Africa that have joined the Scaling Up Nutrition movement. The project is designed to strengthen country government’s ability to reach progress in combating disease and mortality rates associated with undernutrition of the most disadvantaged women and children. The purpose of the project is to support country governments in tracking changes on nutrition by building on national health information systems. Strong surveillance systems make it possible for governments to identify where to target interventions, and provide them with the necessary information regarding which interventions to focus on, enabling them to strategically and effectively modify nutrition strategies as needed. / Le projet Accélération des améliorations à l’égard de la nutrition de l’Organisation mondiale de la Santé est conçu pour soutenir les efforts des gouvernements de onze pays durement touchés en Afrique subsaharienne qui se sont joints au Mouvement de renforcement de la nutrition afin d’accroître la surveillance en matière de nutrition. Ce projet vise à renforcer la capacité des gouvernements participants de réaliser des progrès dans la lutte contre la mortalité et les maladies associées à la dénutrition des femmes et des enfants les plus défavorisés. Le projet a pour but de soutenir les gouvernements des pays pour faire le suivi des changements nutritionnels en misant sur des systèmes d’information nationaux sur la santé. Des systèmes de surveillance robustes permettent aux gouvernements de cibler les interventions ainsi que de fournir de l’information essentielle sur le genre d’intervention qu’ils doivent préconiser, pour qu’ils puissent, au besoin, modifier de manière efficace et stratégique les stratégies en matière de nutrition."
906000140164	2013	SD	Canada	DFATD	"Basic Service Provision and Recovery / Prestation de services de base et rétablissement"	"BASIC SERVICE PROVISION AND RECOVERY / PRESTATION DE SERVICES DE BASE ET RÉTABLISSEMENT"	"The Basic Service Provision and Recovery Interventions in the Highlands of Aweil East County project is promoting sustainable development through the provision of primary health care services; establishment and strengthening of health systems; increasing access to water and sanitation; and improving food security. This project aims to strengthen the position of local populations (estimated 124,000) to provide for and assimilate returnees (approximately 20,350); increase the capacity of government at the local, provincial, and state levels; and support the implementation of the Comprehensive Peace Agreement (CPA). / Le projet d’interventions pour la prestation de services de base et le relèvement dans les hautes terres d’Aweil Est vise à promouvoir le développement durable grâce à la prestation de services de soins de santé de base; à la mise sur pied et au renforcement des systèmes de santé; à un meilleur accès à des installations pour l’approvisionnement en eau et l’assainissement; et à la sécurité alimentaire. Le projet vise à renforcer la capacité des populations locales (environ 124 000 personnes) à subvenir aux besoins des rapatriés (environ 20 350 personnes) et à les réintégrer dans la société; à renforcer les capacités du gouvernement aux niveaux local, provincial et étatique; à soutenir la mise en œuvre de l’Accord de paix global."
906000140382	2013	ET	Canada	DFATD	"Market-Based Solutions for Improved Livelihoods / Solutions axées sur le marché pour améliorer les moyens de subsistance"	"MARKET-BASED SOLUTIONS FOR IMPROVED LIVELIHOODS / SOLUTIONS AXÉES SUR LE MARCHÉ POUR AMÉLIORER LES MOYENS DE SUBSISTANCE"	"The project aims to increase incomes and improve livelihoods of 10,000 households by facilitating their participation in value chains in agricultural products and rural enterprise, and by enhancing their access to better production techniques, appropriate technologies, improved input supplies, and affordable support services, including rural finance. Technical assistance, training, and mentoring is provided to key value chain actors including: farmers and handicraft textile producers, private sector stakeholders that supply inputs and marketing services, financial service providers, and government organizations that provide support services, such as agricultural extension, and small and medium enterprise development. Activities include identification and implementation of market development models to link value chain actors to higher value markets. The project implements capacity-building programs to enable service providers and financial institutions to deliver support to clients on a sustainable basis. / Le projet vise à accroître les revenus et à rehausser les moyens de subsistance de 10 000 ménages en facilitant leur participation aux chaînes de valeur des produits agricoles et des entreprises rurales en favorisant leur accès à de meilleures techniques de production, des technologies appropriées, des intrants améliorés et à des services de soutien abordables, comme le financement rural. De l'assistance, de la formation et de l'encadrement sur le plan technique sont offerts aux acteurs clés de la chaîne de valeur, y compris les fermiers et les producteurs de textiles faits à la main, les intervenants du secteur privé fournissant les intrants et les services de marketing, les fournisseurs de services financiers et les organisations gouvernementales offrant des services de soutien (vulgarisation agricole et développement des petites et moyennes entreprises, par exemple). Les activités comprennent la sélection et la mise en oeuvre de modèles de développement de marchés afin de mettre les acteurs des chaînes de valeur en lien avec des marchés de valeurs supérieures. Le projet met également en oeuvre des programmes de renforcement des capacités dans le but de permettre aux fournisseurs de services et aux institutions financières d'offrir du soutien aux clients de manière durable."
906000141309	2013	ET	Canada	DFATD	"Water Harvesting and Institutional Strengthening / Renfort institutionnel et récupération de l'eau"	"WATER HARVESTING AND INSTITUTIONAL STRENGTHENING / RENFORT INSTITUTIONNEL ET RÉCUPÉRATION DE L'EAU"	"The goal of this design-and-deliver project is to increase the capacity of Amhara regional government institutions and farmer associations to develop and promote the sustainable use of water for irrigation and improved agricultural production. / Ce projet de conception et d'exécution a pour objet d'améliorer la capacité des institutions gouvernementales régionales et des associations d'agriculteurs d'Amhara à mettre au point des techniques d'utilisation durables de l'eau aux fins d'irrigation et de production agricole plus efficace, et à en faire la promotion."
906000141615	2013	SD	Canada	DFATD	"Basic Service Provision and Recovery / Prestation de services de base et rétablissement"	"BASIC SERVICE PROVISION AND RECOVERY / PRESTATION DE SERVICES DE BASE ET RÉTABLISSEMENT"	"The Basic Service Provision and Recovery Interventions in the Highlands of Aweil East County project is promoting sustainable development through the provision of primary health care services; establishment and strengthening of health systems; increasing access to water and sanitation; and improving food security. This project aims to strengthen the position of local populations (estimated 124,000) to provide for and assimilate returnees (approximately 20,350); increase the capacity of government at the local, provincial, and state levels; and support the implementation of the Comprehensive Peace Agreement (CPA). / Le projet d’interventions pour la prestation de services de base et le relèvement dans les hautes terres d’Aweil Est vise à promouvoir le développement durable grâce à la prestation de services de soins de santé de base; à la mise sur pied et au renforcement des systèmes de santé; à un meilleur accès à des installations pour l’approvisionnement en eau et l’assainissement; et à la sécurité alimentaire. Le projet vise à renforcer la capacité des populations locales (environ 124 000 personnes) à subvenir aux besoins des rapatriés (environ 20 350 personnes) et à les réintégrer dans la société; à renforcer les capacités du gouvernement aux niveaux local, provincial et étatique; à soutenir la mise en œuvre de l’Accord de paix global."
906000142184	2013	SN	Canada	DFATD	"Integrated Education Quality Services Project - Monitoring / Projet de services intégrés pour la qualité de l'éducation - Suivi"	"INTEGRATED EDUCATION QUALITY SERVICES PROJECT - MONITORING / PROJET DE SERVICES INTÉGRÉS POUR LA QUALITÉ DE L'ÉDUCATION - SUIVI"	"This project represents funds set aside for monitoring and evaluation of the Integrated Education Quality Services project. For administrative reasons, sometimes the funds identified for this purpose are included in the main project budget and sometimes, as in this case, they are assigned a separate project number. / Ce projet représente des fonds qui sont mis de côté pour le suivi et l'évaluation du projet Services intégrés pour la qualité de l'éducation. Pour des raisons administratives, les fonds identifiés à ces fins sont parfois inclus dans le budget principal du projet et parfois, comme dans le cas présent, ils sont assignés à un numéro de projet différent."
906000142215	2013	ET	Canada	IDRC	"Institutional Support : Ethiopian Economic Association / Ethiopian Economic Policy Research Institute (EEA/EEPRI)"	"INSTITUTIONAL SUPPORT : ETHIOPIAN ECONOMIC ASSOCIATION / ETHIOPIAN ECONOMIC POLICY RESEARCH INSTITUTE (EEA/EEPRI)"	"The Ethiopian Economic Policy Research Institute (EEPRI) is the research wing of the Ethiopian Economic Association (EEA). EEA/EEPRI is professionally accomplished and well respected but it faces challenges that it seeks to alleviate with flexible, long-term support from IDRC's Think Tank Initiative (TTI). This grant will enable EEA/EEPRI to cope with the increasing demand for its services by strengthening its in-house research capacity, formulating specific organizational development goals, and adopting a rigorous monitoring system to assess progress made toward those goals. All this will have to be accomplished in the context of a new national law restricting the activity of organizations like EEA/EEPRI."
